payment_id,booking_id,route_key,airline_key,payment_method,amount,is_amount_imputed
PAY1425,B1790,1,2,CARD,3271.3,False
PAY1426,B1637,20,2,NETBANKING,6828.89,False
PAY1427,B1827,15,1,UPI,12661.75,False
PAY1428,B1490,2,1,CARD,8027.12,True
PAY1429,B1907,14,2,CARD,5451.44,False
PAY1430,B1140,2,3,NETBANKING,8447.38,False
PAY1431,B1867,2,4,NETBANKING,8158.17,False
PAY1432,B1102,4,3,CARD,14361.62,False
PAY1433,B1225,14,1,CARD,8027.12,True
PAY1434,B1901,11,4,CARD,10787.49,False
PAY1435,B1574,12,1,UPI,13905.05,False
PAY1436,B1293,2,4,NETBANKING,6227.3,False
PAY1437,B1895,4,1,CARD,13629.71,False
PAY1438,B1305,13,3,NETBANKING,13844.39,False
PAY1439,B1253,23,2,NETBANKING,14029.28,False
PAY1440,B1179,4,3,NETBANKING,4786.25,False
PAY1441,B1039,15,3,CARD,6604.98,False
PAY1442,B1775,2,1,UPI,13185.54,False
PAY1443,B1700,3,3,CARD,6028.27,False
PAY1444,B1519,12,3,NETBANKING,9403.54,False
PAY1445,B1615,12,2,CARD,2652.76,False
PAY1446,B1736,9,3,CARD,1787.85,False
PAY1447,B1545,30,1,NETBANKING,6767.92,False
PAY1448,B1235,22,2,NETBANKING,8027.12,True
PAY1449,B1462,19,2,CARD,6497.79,False
PAY1450,B1227,27,1,CARD,8027.12,True
PAY1451,B1699,25,1,CARD,8211.18,False
PAY1452,B1824,9,1,CARD,10599.9,False
PAY1453,B1482,6,3,UPI,10093.45,False
PAY1454,B1429,12,1,CARD,6939.44,False
PAY1455,B1021,9,2,UPI,6949.93,False
PAY1456,B1342,11,4,NETBANKING,8027.12,True
PAY1457,B1039,15,3,UPI,8185.34,False
PAY1458,B1172,8,4,NETBANKING,9220.51,False
PAY1459,B1438,26,1,UPI,7670.85,False
PAY1460,B1178,8,2,NETBANKING,8027.12,True
PAY1461,B1597,14,2,CARD,11103.08,False
PAY1462,B1132,14,4,UPI,2045.26,False
PAY1463,B1350,23,4,UPI,13802.17,False
PAY1464,B1524,3,2,NETBANKING,1289.01,False
PAY1465,B1539,17,4,NETBANKING,14472.9,False
PAY1466,B1505,12,3,UPI,7472.98,False
PAY1467,B1083,15,3,NETBANKING,6777.38,False
PAY1468,B1992,7,2,CARD,4590.22,False
PAY1469,B1463,7,3,UPI,1141.0,False
PAY1470,B1829,6,2,CARD,4847.06,False
PAY1471,B1860,4,4,UPI,2531.6,False
PAY1472,B1342,11,4,CARD,10237.49,False
PAY1473,B1279,6,2,UPI,5467.05,False
PAY1474,B1865,22,3,NETBANKING,11740.51,False
PAY1475,B1262,28,3,UPI,3896.83,False
PAY1476,B1165,2,1,CARD,13603.29,False
PAY1477,B1292,2,2,UPI,8321.74,False
PAY1478,B1508,24,1,CARD,2603.09,False
PAY1479,B1579,2,2,CARD,6611.83,False
PAY1480,B1225,14,1,CARD,3894.65,False
PAY1481,B1169,10,1,NETBANKING,3795.6,False
PAY1482,B1597,14,2,UPI,8089.18,False
PAY1483,B1644,28,3,CARD,10406.49,False
PAY1484,B1447,3,3,NETBANKING,13762.65,False
PAY1485,B1689,2,3,CARD,8030.27,False
PAY1486,B1854,2,3,UPI,14521.74,False
PAY1487,B1501,28,3,NETBANKING,14182.89,False
PAY1488,B1763,23,4,CARD,8027.12,True
PAY1489,B1526,24,3,CARD,7999.68,False
PAY1490,B1734,1,1,CARD,2972.66,False
PAY1491,B1378,13,4,UPI,4050.66,False
PAY1492,B1200,4,4,NETBANKING,10067.38,False
PAY1493,B1618,12,1,NETBANKING,6904.57,False
PAY1494,B1249,14,2,NETBANKING,3055.22,False
PAY1495,B1948,29,3,CARD,7705.92,False
PAY1496,B1408,12,3,NETBANKING,1244.03,False
PAY1497,B1600,6,4,CARD,11274.54,False
PAY1498,B1124,18,2,UPI,2030.14,False
PAY1499,B1112,12,2,NETBANKING,9807.59,False
PAY1500,B1980,14,3,CARD,12102.14,False
PAY1501,B1136,23,4,NETBANKING,2857.01,False
PAY1502,B1758,8,4,NETBANKING,8260.94,False
PAY1503,B1495,14,4,UPI,11906.95,False
PAY1504,B1677,5,4,NETBANKING,4648.87,False
PAY1505,B1149,4,3,UPI,3280.83,False
PAY1506,B1874,4,2,NETBANKING,5715.47,False
PAY1507,B1342,11,4,NETBANKING,8765.79,False
PAY1508,B1944,12,3,NETBANKING,9053.91,False
PAY1509,B1579,2,2,NETBANKING,2832.27,False
PAY1510,B1732,13,1,NETBANKING,7405.96,False
PAY1511,B1782,2,1,NETBANKING,4755.95,False
PAY1512,B1320,14,2,UPI,12788.34,False
PAY1513,B1821,23,2,UPI,5390.05,False
PAY1514,B1925,15,4,CARD,12741.86,False
PAY1515,B1860,4,4,NETBANKING,6999.9,False
PAY1516,B1531,4,2,UPI,11172.2,False
PAY1517,B1288,2,2,NETBANKING,8140.84,False
PAY1518,B1488,22,3,NETBANKING,9707.48,False
PAY1519,B1491,4,4,UPI,6534.99,False
PAY1520,B1611,10,4,NETBANKING,11754.89,False
PAY1521,B1251,6,4,UPI,6952.65,False
PAY1522,B1981,5,1,UPI,7404.46,False
PAY1523,B1076,13,4,CARD,8247.5,False
PAY1524,B1646,23,4,CARD,12645.54,False
PAY1525,B1391,14,3,CARD,10231.31,False
PAY1526,B1411,2,2,CARD,5888.25,False
PAY1527,B1172,8,4,NETBANKING,10384.47,False
PAY1528,B1874,4,2,NETBANKING,9993.97,False
PAY1529,B1200,4,4,CARD,14034.27,False
PAY1530,B1216,8,2,UPI,12779.83,False
PAY1531,B1375,8,3,UPI,10064.26,False
PAY1532,B1719,22,2,UPI,5781.1,False
PAY1533,B1585,6,2,UPI,11914.07,False
PAY1534,B1010,2,1,NETBANKING,8027.12,True
PAY1535,B1798,29,4,UPI,14793.78,False
