flight_instance_id,flight_id,airline_key,route_key,departure_date_key,departure_time,arrival_time,departure_hour,duration_minutes,route_mean_duration,route_std_duration,is_overnight,duration_anomaly_flag,is_duration_outlier
18,SJ239,3,2,20260420,2026-04-20 22:24:41.704,2026-04-21 00:10:41.704,22,106.0,169.51111111111112,72.0207904509422,False,False,False
19,6F099,2,11,20260420,2026-04-20 22:24:41.702,2026-04-20 22:59:41.702,22,35.0,155.96153846153845,81.71192361912954,False,False,False
20,AI048,1,12,20260420,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,22,232.0,153.61111111111111,76.959941208792,False,False,False
21,SJ112,3,13,20260420,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,22,140.0,185.35714285714286,78.63649665563553,False,False,False
22,6F164,2,6,20260420,2026-04-20 22:18:41.703,2026-04-21 00:45:41.703,22,147.0,147.73333333333332,73.89407596875976,False,False,False
23,UK021,4,14,20260420,2026-04-20 22:00:41.701,2026-04-20 23:50:41.701,22,110.0,152.80701754385964,78.4174813319461,False,False,False
24,SJ172,3,12,20260420,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,21,196.0,153.61111111111111,76.959941208792,False,False,False
25,AI060,1,4,20260420,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,21,113.0,174.75925925925927,75.97192509877934,False,False,False
26,SJ205,3,15,20260420,2026-04-20 21:56:41.703,2026-04-20 23:00:41.703,21,64.0,167.15384615384616,88.09934951300937,False,False,False
27,SJ093,3,6,20260420,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,21,66.0,147.73333333333332,73.89407596875976,False,False,False
28,6F195,2,12,20260420,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,21,55.0,153.61111111111111,76.959941208792,False,False,False
29,UK003,4,13,20260420,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,21,278.0,185.35714285714286,78.63649665563553,False,False,False
30,UK026,4,14,20260420,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,21,126.0,152.80701754385964,78.4174813319461,False,False,False
31,6F174,2,4,20260420,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,21,40.0,174.75925925925927,75.97192509877934,False,False,False
32,UK067,4,2,20260420,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,21,206.0,169.51111111111112,72.0207904509422,False,False,False
33,SJ149,3,14,20260420,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,21,120.0,152.80701754385964,78.4174813319461,False,False,False
34,6F213,2,6,20260420,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,21,207.0,147.73333333333332,73.89407596875976,False,False,False
35,UK200,4,12,20260420,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,20,111.0,153.61111111111111,76.959941208792,False,False,False
36,SJ214,3,16,20260420,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,20,76.0,183.40740740740742,80.06452170173525,False,False,False
37,SJ047,3,17,20260420,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,20,37.0,155.4814814814815,86.09939264074637,False,False,False
38,AI179,1,17,20260420,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,20,278.0,155.4814814814815,86.09939264074637,False,False,False
39,SJ153,3,18,20260420,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,20,83.0,151.73076923076923,87.06437052769988,False,False,False
40,6F236,2,8,20260420,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,20,199.0,153.82051282051282,75.2759386296325,False,False,False
41,UK059,4,14,20260420,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,20,97.0,152.80701754385964,78.4174813319461,False,False,False
42,SJ001,3,16,20260420,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,20,287.0,183.40740740740742,80.06452170173525,False,False,False
43,SJ049,3,12,20260420,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,20,240.0,153.61111111111111,76.959941208792,False,False,False
44,6F086,2,19,20260420,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,20,37.0,160.0,82.9511904676479,False,False,False
45,AI220,1,8,20260420,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,20,98.0,153.82051282051282,75.2759386296325,False,False,False
46,AI188,1,20,20260420,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,20,166.0,152.23809523809524,70.13480217545691,False,False,False
47,6F114,2,16,20260420,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,20,50.0,183.40740740740742,80.06452170173525,False,False,False
48,SJ179,3,4,20260420,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,20,210.0,174.75925925925927,75.97192509877934,False,False,False
49,6F190,2,9,20260420,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,20,274.0,178.7826086956522,69.77232879596788,False,False,False
50,SJ003,3,21,20260420,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,19,42.0,158.54166666666666,85.71742208720094,False,False,False
51,6F028,2,15,20260420,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,19,120.0,167.15384615384616,88.09934951300937,False,False,False
52,UK036,4,22,20260420,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,19,264.0,167.35,77.8062877989474,False,False,False
53,SJ160,3,23,20260420,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,19,45.0,172.8153846153846,79.97223977490806,False,False,False
54,6F151,2,20,20260420,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,19,140.0,152.23809523809524,70.13480217545691,False,False,False
55,UK140,4,23,20260420,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,19,83.0,172.8153846153846,79.97223977490806,False,False,False
56,AI115,1,23,20260420,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,19,289.0,172.8153846153846,79.97223977490806,False,False,False
57,AI132,1,6,20260420,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,19,129.0,147.73333333333332,73.89407596875976,False,False,False
58,UK209,4,23,20260420,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,19,165.0,172.8153846153846,79.97223977490806,False,False,False
59,SJ043,3,11,20260420,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,18,129.0,155.96153846153845,81.71192361912954,False,False,False
60,UK176,4,24,20260420,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,18,248.0,162.76923076923077,80.76202458695928,False,False,False
61,UK216,4,19,20260420,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,18,194.0,160.0,82.9511904676479,False,False,False
62,UK150,4,18,20260420,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,18,30.0,151.73076923076923,87.06437052769988,False,False,False
63,UK145,4,5,20260420,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,18,131.0,180.84615384615384,76.7315800998219,False,False,False
64,6F270,2,14,20260420,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,18,48.0,152.80701754385964,78.4174813319461,False,False,False
65,6F012,2,20,20260420,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,18,205.0,152.23809523809524,70.13480217545691,False,False,False
66,SJ236,3,3,20260420,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,18,239.0,176.76190476190476,75.05258474023714,False,False,False
67,6F149,2,25,20260420,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,17,165.0,128.52380952380952,75.23338291451412,False,False,False
68,UK004,4,2,20260420,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,17,34.0,169.51111111111112,72.0207904509422,False,False,False
69,UK010,4,19,20260420,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,17,167.0,160.0,82.9511904676479,False,False,False
70,UK215,4,8,20260420,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,17,132.0,153.82051282051282,75.2759386296325,False,False,False
71,SJ116,3,15,20260420,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,17,89.0,167.15384615384616,88.09934951300937,False,False,False
72,SJ023,3,14,20260420,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,17,102.0,152.80701754385964,78.4174813319461,False,False,False
73,UK152,4,2,20260420,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,17,169.0,169.51111111111112,72.0207904509422,False,False,False
74,SJ202,3,20,20260420,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,17,107.0,152.23809523809524,70.13480217545691,False,False,False
75,6F043,2,5,20260420,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,17,86.0,180.84615384615384,76.7315800998219,False,False,False
76,UK173,4,23,20260420,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,17,256.0,172.8153846153846,79.97223977490806,False,False,False
77,SJ081,3,26,20260420,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,17,109.0,176.52173913043478,70.9781461662784,False,False,False
78,UK153,4,20,20260420,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,16,241.0,152.23809523809524,70.13480217545691,False,False,False
79,UK187,4,6,20260420,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,16,110.0,147.73333333333332,73.89407596875976,False,False,False
80,UK055,4,13,20260420,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,16,163.0,185.35714285714286,78.63649665563553,False,False,False
81,UK181,4,11,20260420,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,16,162.0,155.96153846153845,81.71192361912954,False,False,False
82,UK074,4,8,20260420,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,16,117.0,153.82051282051282,75.2759386296325,False,False,False
83,SJ068,3,6,20260420,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,16,124.0,147.73333333333332,73.89407596875976,False,False,False
84,AI242,1,25,20260420,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,16,62.0,128.52380952380952,75.23338291451412,False,False,False
85,SJ237,3,2,20260420,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,16,148.0,169.51111111111112,72.0207904509422,False,False,False
86,6F194,2,2,20260420,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,16,118.0,169.51111111111112,72.0207904509422,False,False,False
87,UK063,4,10,20260420,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,16,72.0,178.10714285714286,82.9878792067739,False,False,False
88,UK068,4,27,20260420,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,16,101.0,187.3125,68.64470724923615,False,False,False
89,UK224,4,1,20260420,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,16,239.0,171.29166666666666,79.96112053430373,False,False,False
90,UK077,4,17,20260420,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,16,98.0,155.4814814814815,86.09939264074637,False,False,False
91,UK207,4,21,20260420,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,16,75.0,158.54166666666666,85.71742208720094,False,False,False
92,AI221,1,19,20260420,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,16,156.0,160.0,82.9511904676479,False,False,False
93,UK109,4,6,20260420,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,16,60.0,147.73333333333332,73.89407596875976,False,False,False
94,UK089,4,5,20260420,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,15,252.0,180.84615384615384,76.7315800998219,False,False,False
95,AI072,1,25,20260420,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,15,58.0,128.52380952380952,75.23338291451412,False,False,False
96,UK131,4,8,20260420,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,15,246.0,153.82051282051282,75.2759386296325,False,False,False
97,SJ150,3,5,20260420,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,15,210.0,180.84615384615384,76.7315800998219,False,False,False
98,6F097,2,6,20260420,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,15,77.0,147.73333333333332,73.89407596875976,False,False,False
99,6F123,2,4,20260420,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,15,106.0,174.75925925925927,75.97192509877934,False,False,False
100,6F017,2,28,20260420,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,15,161.0,163.96969696969697,81.22018100835717,False,False,False
101,6F245,2,28,20260420,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,15,161.0,163.96969696969697,81.22018100835717,False,False,False
102,6F180,2,23,20260420,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,15,264.0,172.8153846153846,79.97223977490806,False,False,False
103,6F152,2,12,20260420,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,15,124.0,153.61111111111111,76.959941208792,False,False,False
104,SJ034,3,3,20260420,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,15,291.0,176.76190476190476,75.05258474023714,False,False,False
105,SJ142,3,28,20260420,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,15,102.0,163.96969696969697,81.22018100835717,False,False,False
106,UK189,4,27,20260420,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,15,224.0,187.3125,68.64470724923615,False,False,False
107,SJ044,3,18,20260420,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,15,157.0,151.73076923076923,87.06437052769988,False,False,False
108,SJ196,3,4,20260420,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,14,166.0,174.75925925925927,75.97192509877934,False,False,False
109,6F188,2,4,20260420,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,14,282.0,174.75925925925927,75.97192509877934,False,False,False
110,6F181,2,16,20260420,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,14,108.0,183.40740740740742,80.06452170173525,False,False,False
111,6F077,2,12,20260420,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,14,258.0,153.61111111111111,76.959941208792,False,False,False
112,SJ154,3,29,20260420,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,14,99.0,155.68421052631578,56.33141281891869,False,False,False
113,AI025,1,13,20260420,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,14,145.0,185.35714285714286,78.63649665563553,False,False,False
114,AI094,1,7,20260420,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,14,60.0,170.0344827586207,73.42658274894177,False,False,False
115,6F191,2,30,20260420,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,14,30.0,156.94736842105263,85.1668125792687,False,False,False
116,SJ085,3,27,20260420,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,14,270.0,187.3125,68.64470724923615,False,False,False
117,6F261,2,12,20260420,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,14,178.0,153.61111111111111,76.959941208792,False,False,False
118,6F129,2,18,20260420,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,14,139.0,151.73076923076923,87.06437052769988,False,False,False
119,6F254,2,23,20260420,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,14,215.0,172.8153846153846,79.97223977490806,False,False,False
120,SJ185,3,2,20260420,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,14,60.0,169.51111111111112,72.0207904509422,False,False,False
121,6F030,2,8,20260420,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,14,170.0,153.82051282051282,75.2759386296325,False,False,False
122,SJ222,3,8,20260420,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,14,174.0,153.82051282051282,75.2759386296325,False,False,False
123,6F259,2,8,20260420,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,14,71.0,153.82051282051282,75.2759386296325,False,False,False
124,UK083,4,4,20260420,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,14,49.0,174.75925925925927,75.97192509877934,False,False,False
125,6F051,2,6,20260420,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,13,120.0,147.73333333333332,73.89407596875976,False,False,False
126,SJ088,3,1,20260420,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,13,32.0,171.29166666666666,79.96112053430373,False,False,False
127,6F146,2,14,20260420,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,13,76.0,152.80701754385964,78.4174813319461,False,False,False
128,6F047,2,11,20260420,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,13,125.0,155.96153846153845,81.71192361912954,False,False,False
129,AI077,1,20,20260420,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,13,66.0,152.23809523809524,70.13480217545691,False,False,False
130,UK134,4,15,20260420,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,13,222.0,167.15384615384616,88.09934951300937,False,False,False
131,AI056,1,9,20260420,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,13,235.0,178.7826086956522,69.77232879596788,False,False,False
132,UK141,4,14,20260420,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,13,141.0,152.80701754385964,78.4174813319461,False,False,False
133,AI030,1,20,20260420,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,13,199.0,152.23809523809524,70.13480217545691,False,False,False
134,AI029,1,11,20260420,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,13,264.0,155.96153846153845,81.71192361912954,False,False,False
135,SJ167,3,21,20260420,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,13,54.0,158.54166666666666,85.71742208720094,False,False,False
136,UK017,4,29,20260420,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,13,95.0,155.68421052631578,56.33141281891869,False,False,False
137,6F229,2,11,20260420,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,13,80.0,155.96153846153845,81.71192361912954,False,False,False
138,SJ117,3,23,20260420,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,13,236.0,172.8153846153846,79.97223977490806,False,False,False
139,6F184,2,3,20260420,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,13,179.0,176.76190476190476,75.05258474023714,False,False,False
140,AI031,1,9,20260420,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,13,186.0,178.7826086956522,69.77232879596788,False,False,False
141,AI178,1,22,20260420,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,13,59.0,167.35,77.8062877989474,False,False,False
142,SJ089,3,15,20260420,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,12,273.0,167.15384615384616,88.09934951300937,False,False,False
143,UK166,4,14,20260420,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,12,293.0,152.80701754385964,78.4174813319461,False,False,False
144,UK104,4,10,20260420,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,12,82.0,178.10714285714286,82.9878792067739,False,False,False
145,6F168,2,13,20260420,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,12,220.0,185.35714285714286,78.63649665563553,False,False,False
146,AI222,1,8,20260420,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,12,64.0,153.82051282051282,75.2759386296325,False,False,False
147,SJ025,3,2,20260420,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,12,207.0,169.51111111111112,72.0207904509422,False,False,False
148,6F255,2,10,20260420,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,11,214.0,178.10714285714286,82.9878792067739,False,False,False
149,UK228,4,9,20260420,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,11,190.0,178.7826086956522,69.77232879596788,False,False,False
150,6F158,2,1,20260420,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,11,246.0,171.29166666666666,79.96112053430373,False,False,False
151,SJ218,3,4,20260420,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,11,185.0,174.75925925925927,75.97192509877934,False,False,False
152,6F034,2,8,20260420,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,11,56.0,153.82051282051282,75.2759386296325,False,False,False
153,UK156,4,23,20260420,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,11,244.0,172.8153846153846,79.97223977490806,False,False,False
154,6F105,2,6,20260420,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,11,72.0,147.73333333333332,73.89407596875976,False,False,False
155,6F073,2,18,20260420,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,11,220.0,151.73076923076923,87.06437052769988,False,False,False
156,SJ074,3,18,20260420,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,11,41.0,151.73076923076923,87.06437052769988,False,False,False
157,6F234,2,8,20260420,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,11,171.0,153.82051282051282,75.2759386296325,False,False,False
158,6F068,2,29,20260420,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,11,229.0,155.68421052631578,56.33141281891869,False,False,False
159,6F074,2,17,20260420,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,11,200.0,155.4814814814815,86.09939264074637,False,False,False
160,AI038,1,14,20260420,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,11,279.0,152.80701754385964,78.4174813319461,False,False,False
161,AI079,1,22,20260420,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,11,135.0,167.35,77.8062877989474,False,False,False
162,SJ018,3,2,20260420,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,10,153.0,169.51111111111112,72.0207904509422,False,False,False
163,6F018,2,7,20260420,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,10,46.0,170.0344827586207,73.42658274894177,False,False,False
164,AI091,1,1,20260420,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,10,263.0,171.29166666666666,79.96112053430373,False,False,False
165,UK071,4,4,20260420,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,10,196.0,174.75925925925927,75.97192509877934,False,False,False
166,AI019,1,2,20260420,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,10,62.0,169.51111111111112,72.0207904509422,False,False,False
167,UK212,4,14,20260420,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,10,45.0,152.80701754385964,78.4174813319461,False,False,False
168,AI146,1,30,20260420,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,10,186.0,156.94736842105263,85.1668125792687,False,False,False
169,6F232,2,23,20260420,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,10,103.0,172.8153846153846,79.97223977490806,False,False,False
170,6F084,2,20,20260420,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,10,60.0,152.23809523809524,70.13480217545691,False,False,False
171,AI129,1,2,20260420,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,10,189.0,169.51111111111112,72.0207904509422,False,False,False
172,AI240,1,11,20260420,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,10,147.0,155.96153846153845,81.71192361912954,False,False,False
173,6F091,2,25,20260420,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,10,86.0,128.52380952380952,75.23338291451412,False,False,False
174,UK133,4,8,20260420,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,10,192.0,153.82051282051282,75.2759386296325,False,False,False
175,SJ007,3,2,20260420,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,10,290.0,169.51111111111112,72.0207904509422,False,False,False
176,SJ141,3,12,20260420,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,10,217.0,153.61111111111111,76.959941208792,False,False,False
177,6F049,2,13,20260420,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,10,193.0,185.35714285714286,78.63649665563553,False,False,False
178,SJ235,3,8,20260420,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,9,228.0,153.82051282051282,75.2759386296325,False,False,False
179,UK087,4,14,20260420,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,9,208.0,152.80701754385964,78.4174813319461,False,False,False
180,UK170,4,26,20260420,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,9,110.0,176.52173913043478,70.9781461662784,False,False,False
181,SJ078,3,4,20260420,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,9,188.0,174.75925925925927,75.97192509877934,False,False,False
182,SJ075,3,23,20260420,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,9,97.0,172.8153846153846,79.97223977490806,False,False,False
183,AI159,1,24,20260420,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,9,133.0,162.76923076923077,80.76202458695928,False,False,False
184,UK120,4,13,20260420,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,9,251.0,185.35714285714286,78.63649665563553,False,False,False
185,AI059,1,12,20260420,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,9,147.0,153.61111111111111,76.959941208792,False,False,False
186,UK040,4,15,20260420,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,9,77.0,167.15384615384616,88.09934951300937,False,False,False
187,AI044,1,23,20260420,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,9,213.0,172.8153846153846,79.97223977490806,False,False,False
188,AI078,1,10,20260420,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,8,270.0,178.10714285714286,82.9878792067739,False,False,False
189,SJ226,3,17,20260420,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,8,247.0,155.4814814814815,86.09939264074637,False,False,False
190,6F209,2,21,20260420,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,8,300.0,158.54166666666666,85.71742208720094,False,False,False
191,UK193,4,13,20260420,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,8,35.0,185.35714285714286,78.63649665563553,False,False,False
